"","id","Gender","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Satisfaction"
"3426",13157,"Male","Loyal Customer",45,"Personal Travel","Eco",427,3,5,4,4,2,4,2,2,1,4,2,3,3,2,5,11,"neutral"
"19040",54586,"Female","Loyal Customer",40,"Business travel","Business",3986,5,5,5,5,3,4,4,5,5,5,5,3,5,5,0,0,"satisfied"
"7763",79253,"Female","Loyal Customer",47,"Business travel","Eco",1598,1,3,3,3,2,4,4,1,1,1,1,3,1,1,0,0,"neutral"
"15243",95593,"Male","Loyal Customer",47,"Business travel","Business",3175,4,4,4,4,2,4,5,3,3,3,3,3,3,4,5,0,"satisfied"
"11293",74707,"Female","Loyal Customer",69,"Personal Travel","Eco",1171,1,3,1,2,1,4,1,1,1,1,1,3,1,1,42,34,"dissatisfied"
"18907",13659,"Male","Loyal Customer",33,"Business travel","Business",1902,3,3,3,3,4,4,4,4,2,1,5,5,1,4,0,0,"satisfied"
"10712",116703,"Female","disloyal Customer",36,"Business travel","Eco Plus",337,2,2,2,4,3,2,3,3,3,2,4,2,3,3,0,0,"dissatisfied"
"11202",51759,"Female","Loyal Customer",49,"Personal Travel","Eco",370,3,4,3,1,3,1,4,5,5,3,5,2,5,5,0,0,"dissatisfied"
"13850",4225,"Female","Loyal Customer",23,"Business travel","Eco Plus",488,3,5,5,5,3,3,2,3,2,5,3,2,4,3,0,20,"dissatisfied"
"24291",105587,"Male","Loyal Customer",48,"Personal Travel","Eco",577,4,4,4,3,1,4,1,1,4,4,4,4,4,1,4,0,"satisfied"
"15644",94074,"Female","Loyal Customer",40,"Business travel","Business",3761,2,2,3,2,2,4,5,3,3,3,3,4,3,5,0,0,"satisfied"
"4911",73511,"Female","Loyal Customer",43,"Business travel","Eco Plus",1197,3,1,3,1,5,3,3,3,3,3,3,4,3,4,0,0,"neutral"
"1606",79,"Female","Loyal Customer",70,"Personal Travel","Eco",108,5,4,0,3,4,4,4,3,3,0,3,5,3,5,50,41,"satisfied"
"23770",111066,"Male","Loyal Customer",44,"Personal Travel","Eco",197,3,4,3,1,1,3,1,1,4,1,2,2,5,1,0,2,"neutral"
"2935",32332,"Female","Loyal Customer",49,"Business travel","Business",2290,0,5,0,1,4,1,5,2,2,2,2,2,2,2,20,21,"satisfied"
"23803",36287,"Female","Loyal Customer",50,"Business travel","Business",3882,2,5,5,5,1,4,3,1,1,1,2,3,1,4,0,0,"neutral"
"17412",57034,"Male","Loyal Customer",28,"Business travel","Eco Plus",2565,2,3,1,3,2,2,2,3,3,3,4,2,4,2,227,245,"neutral"
"4288",77536,"Male","Loyal Customer",22,"Business travel","Business",986,1,1,1,1,3,3,3,3,3,5,5,5,5,3,0,4,"satisfied"
"7702",89867,"Female","Loyal Customer",32,"Business travel","Business",1310,1,1,1,1,3,3,3,3,4,2,5,4,5,3,0,0,"satisfied"
"20303",10562,"Female","disloyal Customer",26,"Business travel","Business",429,2,0,2,5,4,2,4,4,4,4,4,5,4,4,42,40,"neutral"
"20230",5888,"Male","disloyal Customer",44,"Business travel","Business",108,1,1,1,2,5,1,5,5,3,2,4,3,4,5,108,130,"dissatisfied"
"15227",128784,"Female","Loyal Customer",44,"Personal Travel","Eco",2248,2,3,3,4,3,1,1,1,4,3,1,1,3,1,161,165,"neutral"
"9273",87925,"Male","Loyal Customer",47,"Business travel","Business",1619,1,1,1,1,4,4,4,4,4,4,4,3,4,5,17,24,"satisfied"
"23253",77668,"Female","Loyal Customer",30,"Business travel","Eco",874,4,3,3,3,4,3,4,4,4,5,3,2,3,4,0,0,"dissatisfied"
"5501",12582,"Male","Loyal Customer",60,"Business travel","Business",1723,1,1,1,1,1,2,4,5,5,5,5,3,5,1,0,0,"satisfied"
"613",44186,"Male","Loyal Customer",33,"Business travel","Eco",157,5,5,5,5,5,5,5,5,2,3,3,2,2,5,30,49,"satisfied"
"24525",60860,"Male","Loyal Customer",55,"Business travel","Business",1491,4,4,4,4,3,5,4,5,5,5,5,3,5,3,0,0,"satisfied"
"7260",33538,"Female","Loyal Customer",47,"Business travel","Business",474,2,1,2,2,5,5,4,3,3,4,3,5,3,5,0,12,"satisfied"
"11427",127371,"Female","disloyal Customer",24,"Business travel","Business",1009,0,5,0,1,3,0,4,3,4,2,5,4,5,3,34,32,"satisfied"
"4371",107026,"Male","Loyal Customer",43,"Business travel","Business",3001,4,4,5,4,3,4,5,5,5,5,5,3,5,5,0,0,"satisfied"
"10074",83067,"Female","Loyal Customer",54,"Business travel","Business",1086,3,2,2,2,1,2,2,3,3,3,3,1,3,2,2,6,"neutral"
"18721",58610,"Female","Loyal Customer",51,"Personal Travel","Eco Plus",334,3,1,3,3,5,4,3,3,3,3,3,1,3,3,40,38,"neutral"
"9091",68448,"Female","disloyal Customer",49,"Business travel","Business",1067,1,0,0,2,4,1,4,4,5,2,4,4,4,4,0,0,"dissatisfied"
"3749",15413,"Female","Loyal Customer",38,"Business travel","Business",399,1,3,3,3,5,4,4,1,1,1,1,1,1,1,0,0,"dissatisfied"
"16576",37771,"Male","Loyal Customer",64,"Business travel","Eco Plus",1069,4,5,5,5,4,4,4,4,4,4,2,3,4,4,0,0,"satisfied"
"4824",121587,"Female","disloyal Customer",22,"Business travel","Business",536,0,0,0,3,1,0,1,1,3,1,2,4,1,1,3,0,"satisfied"
"17213",77998,"Female","Loyal Customer",61,"Business travel","Eco",332,3,1,1,1,4,3,3,3,3,3,3,3,3,2,0,36,"neutral"
"6971",83634,"Male","disloyal Customer",23,"Business travel","Eco",577,0,4,0,4,2,0,2,2,5,2,4,5,5,2,0,0,"satisfied"
"21824",72346,"Female","Loyal Customer",56,"Business travel","Business",1121,1,1,1,1,3,5,5,3,3,3,3,5,3,3,0,0,"satisfied"
"5901",95176,"Female","Loyal Customer",59,"Personal Travel","Eco",248,2,4,2,2,5,5,4,2,2,2,2,5,2,3,16,5,"neutral"
"14319",46859,"Male","Loyal Customer",58,"Business travel","Business",3823,2,3,3,3,2,2,2,4,3,4,3,2,1,2,149,136,"dissatisfied"
"21454",33021,"Female","Loyal Customer",17,"Personal Travel","Eco",101,5,5,5,5,4,5,4,4,5,1,5,2,2,4,0,0,"satisfied"
"8561",128484,"Female","Loyal Customer",30,"Personal Travel","Eco",651,1,5,1,2,4,1,4,4,5,5,4,2,1,4,0,10,"dissatisfied"
"2911",42946,"Male","Loyal Customer",7,"Personal Travel","Business",259,2,5,2,4,1,2,1,1,2,3,3,5,2,1,76,73,"neutral"
"13832",30309,"Male","Loyal Customer",39,"Personal Travel","Eco",1476,4,3,3,1,2,3,1,2,4,2,3,1,5,2,0,2,"dissatisfied"
"1701",49979,"Male","Loyal Customer",34,"Business travel","Business",304,1,5,5,5,3,2,2,1,1,1,1,4,1,4,0,0,"dissatisfied"
"14324",43856,"Female","Loyal Customer",48,"Business travel","Eco",199,4,1,1,1,5,1,1,4,4,4,4,4,4,4,0,0,"satisfied"
"7941",124356,"Female","Loyal Customer",30,"Business travel","Business",2046,4,4,2,4,4,5,4,4,3,3,5,5,4,4,0,33,"satisfied"
"19001",2247,"Female","Loyal Customer",42,"Business travel","Business",693,2,1,1,1,2,2,2,2,5,3,3,2,4,2,815,822,"neutral"
"14130",25771,"Male","Loyal Customer",28,"Personal Travel","Business",762,4,4,4,3,2,4,3,2,5,3,5,3,5,2,23,12,"neutral"
"7912",109765,"Male","Loyal Customer",14,"Business travel","Business",1165,5,5,5,5,4,4,4,4,3,4,4,5,4,4,8,6,"satisfied"
"6819",118766,"Male","Loyal Customer",17,"Personal Travel","Eco",370,4,1,1,2,3,1,3,3,4,5,3,4,2,3,46,44,"dissatisfied"
"4229",123409,"Male","Loyal Customer",53,"Business travel","Business",1337,1,1,1,1,4,5,5,5,5,5,5,5,5,5,0,0,"satisfied"
"12744",41148,"Female","Loyal Customer",46,"Personal Travel","Eco",140,4,4,4,5,5,1,2,4,4,4,4,3,4,4,64,50,"dissatisfied"
"20588",35317,"Female","disloyal Customer",21,"Business travel","Eco",1028,4,4,4,5,3,4,3,3,3,3,2,5,4,3,0,0,"satisfied"
"21146",65001,"Female","Loyal Customer",36,"Business travel","Eco",224,4,4,4,4,4,4,4,4,5,5,1,4,4,4,0,0,"satisfied"
"828",53842,"Female","Loyal Customer",40,"Business travel","Eco",191,4,5,4,4,4,4,4,4,1,5,3,3,3,4,8,0,"satisfied"
"15833",12589,"Female","Loyal Customer",72,"Business travel","Business",1886,2,3,3,3,1,4,4,2,2,2,2,2,2,1,2,16,"dissatisfied"
"22895",116358,"Female","Loyal Customer",45,"Personal Travel","Eco",373,3,1,3,4,2,4,4,3,3,3,3,4,3,3,24,22,"neutral"
"22998",70145,"Female","Loyal Customer",20,"Personal Travel","Eco",550,3,3,3,4,2,3,2,2,3,1,1,2,1,2,0,0,"neutral"
"14879",24872,"Female","Loyal Customer",42,"Business travel","Business",356,3,3,3,3,3,4,3,3,3,4,3,3,3,3,2,10,"dissatisfied"
"7542",52012,"Male","Loyal Customer",36,"Business travel","Eco",328,5,5,5,5,5,5,5,5,4,3,2,2,3,5,0,0,"satisfied"
"13108",75184,"Male","disloyal Customer",31,"Business travel","Eco",1723,3,3,3,2,1,3,1,1,3,3,2,2,3,1,0,19,"neutral"
"16265",104250,"Female","Loyal Customer",52,"Personal Travel","Eco",1276,4,1,5,2,4,2,2,4,4,5,4,4,4,1,0,0,"satisfied"
"17161",87000,"Male","Loyal Customer",24,"Personal Travel","Eco",907,2,5,2,4,4,2,4,4,4,2,5,5,5,4,28,12,"neutral"
"18101",8561,"Female","Loyal Customer",41,"Business travel","Business",2999,3,4,5,5,2,4,4,3,3,3,3,4,3,4,0,0,"dissatisfied"
"13073",79858,"Female","Loyal Customer",43,"Business travel","Business",3696,3,3,3,3,2,5,4,5,5,5,5,5,5,3,0,0,"satisfied"
"17770",73389,"Female","Loyal Customer",49,"Business travel","Business",1005,3,3,2,3,5,4,4,3,3,4,3,3,3,4,0,0,"satisfied"
"2405",78357,"Female","Loyal Customer",49,"Business travel","Business",1927,2,2,1,2,4,4,5,5,5,5,5,4,5,3,0,0,"satisfied"
"19775",46354,"Male","Loyal Customer",59,"Business travel","Business",1585,3,4,4,4,3,3,3,3,3,3,3,3,3,1,0,72,"neutral"
"16110",47088,"Male","Loyal Customer",29,"Personal Travel","Eco",639,1,5,2,4,5,2,5,5,3,2,4,5,5,5,0,0,"dissatisfied"
"18587",116802,"Female","Loyal Customer",38,"Personal Travel","Eco Plus",325,2,1,3,3,5,3,5,5,3,1,3,4,2,5,0,0,"dissatisfied"
"13596",52249,"Female","Loyal Customer",44,"Business travel","Business",598,3,3,3,3,5,4,2,3,3,4,3,1,3,1,0,4,"satisfied"
"3705",55432,"Female","disloyal Customer",42,"Business travel","Eco",938,2,3,3,4,1,2,2,1,4,5,3,3,4,1,0,2,"neutral"
"21727",101000,"Male","Loyal Customer",44,"Business travel","Business",3889,2,2,2,2,3,4,4,3,3,4,3,3,3,5,22,10,"satisfied"
"12046",70494,"Female","Loyal Customer",42,"Business travel","Eco",867,4,2,2,2,5,1,3,5,5,4,5,1,5,5,0,0,"satisfied"
"17549",12032,"Female","Loyal Customer",37,"Business travel","Business",3374,2,1,1,1,4,3,3,2,2,2,2,1,2,3,1,0,"dissatisfied"
"10031",47513,"Male","Loyal Customer",22,"Personal Travel","Eco",558,4,3,4,4,4,4,4,4,2,4,4,1,4,4,0,9,"neutral"
"231",129240,"Male","Loyal Customer",53,"Business travel","Business",1464,3,2,2,2,5,4,4,3,3,3,3,3,3,3,0,0,"dissatisfied"
"9418",20275,"Female","Loyal Customer",67,"Personal Travel","Eco",235,2,1,2,3,1,2,2,3,3,2,5,3,3,4,34,15,"neutral"
"6493",99140,"Female","Loyal Customer",55,"Business travel","Business",1565,4,4,1,4,2,5,4,4,4,5,4,3,4,3,3,0,"satisfied"
"25704",39919,"Female","disloyal Customer",25,"Business travel","Eco",1086,3,3,3,4,1,3,1,1,2,1,2,4,5,1,106,106,"neutral"
"9737",100648,"Female","disloyal Customer",26,"Business travel","Business",349,5,5,4,2,2,4,2,2,4,5,5,4,4,2,0,17,"satisfied"
"24312",49842,"Male","Loyal Customer",52,"Business travel","Eco",86,1,5,5,5,2,1,2,2,2,5,3,4,3,2,117,112,"dissatisfied"
"23118",1549,"Male","Loyal Customer",70,"Personal Travel","Eco",922,1,4,1,4,1,1,1,1,4,1,3,1,3,1,0,0,"neutral"
"21296",57301,"Male","Loyal Customer",39,"Business travel","Business",3652,0,0,0,2,4,4,5,2,2,2,2,4,2,4,0,11,"satisfied"
"17477",22942,"Male","disloyal Customer",27,"Business travel","Eco",641,5,0,4,4,2,4,2,2,1,1,3,4,1,2,0,0,"satisfied"
"15962",74084,"Male","Loyal Customer",52,"Business travel","Business",641,3,3,3,3,4,4,4,5,5,5,5,4,5,5,22,17,"satisfied"
"24138",87136,"Male","Loyal Customer",55,"Business travel","Eco Plus",594,1,4,4,4,1,1,1,1,4,5,2,2,2,1,16,13,"neutral"
"7139",24409,"Female","Loyal Customer",32,"Business travel","Business",3267,2,2,2,2,5,5,5,5,4,4,1,2,1,5,0,0,"satisfied"
"17211",12797,"Male","disloyal Customer",27,"Business travel","Eco",817,3,3,3,1,3,1,1,3,1,4,5,1,3,1,146,155,"neutral"
"13869",43336,"Male","Loyal Customer",28,"Business travel","Business",2537,3,4,4,4,3,3,3,3,3,3,3,1,4,3,0,0,"dissatisfied"
"2873",23864,"Male","Loyal Customer",54,"Personal Travel","Eco",552,3,0,3,5,3,3,1,3,5,3,4,4,4,3,0,0,"dissatisfied"
"8750",13406,"Female","Loyal Customer",57,"Business travel","Business",2248,3,3,3,3,3,3,4,3,3,3,3,3,3,2,0,0,"neutral"
"23117",2777,"Female","Loyal Customer",57,"Business travel","Business",2054,3,3,3,3,4,4,4,5,5,5,5,4,5,3,0,2,"satisfied"
"7806",74643,"Female","Loyal Customer",42,"Business travel","Eco",788,5,5,5,5,4,5,1,5,5,5,5,1,5,1,3,0,"satisfied"
"2677",15982,"Female","disloyal Customer",36,"Business travel","Eco",780,2,2,2,4,5,2,5,5,4,4,3,1,4,5,7,0,"dissatisfied"
"11181",62267,"Female","Loyal Customer",52,"Personal Travel","Eco Plus",2425,1,4,1,1,2,4,5,1,1,1,1,5,1,5,0,0,"neutral"
"1518",59353,"Female","Loyal Customer",35,"Business travel","Business",2338,5,5,5,5,4,4,4,5,5,5,5,4,5,4,0,0,"satisfied"
"13716",592,"Male","disloyal Customer",55,"Business travel","Business",102,1,1,1,4,3,1,3,3,5,5,4,5,5,3,0,0,"dissatisfied"
"10208",29611,"Female","Loyal Customer",29,"Business travel","Business",3058,4,1,4,4,4,4,4,4,5,5,1,4,2,4,0,0,"satisfied"
"5291",108815,"Female","Loyal Customer",44,"Business travel","Business",3790,5,5,5,5,5,5,5,3,3,3,3,4,3,5,0,0,"satisfied"
"25225",44301,"Female","Loyal Customer",50,"Business travel","Business",1428,1,2,1,2,5,3,4,1,1,1,1,4,1,2,0,6,"neutral"
"14216",100715,"Female","Loyal Customer",59,"Business travel","Business",1594,3,3,3,3,3,5,4,4,4,4,4,5,4,3,0,0,"satisfied"
"18575",49506,"Male","Loyal Customer",36,"Business travel","Business",238,2,2,2,2,4,4,4,5,3,4,5,4,2,4,155,144,"satisfied"
"19809",61610,"Male","Loyal Customer",48,"Business travel","Business",1379,5,5,5,5,4,4,5,5,5,5,5,3,5,4,0,0,"satisfied"
"25922",8141,"Male","disloyal Customer",33,"Business travel","Eco",335,2,2,2,4,4,2,2,4,2,1,4,1,4,4,0,0,"neutral"
"20204",107959,"Male","Loyal Customer",53,"Business travel","Business",825,3,3,3,3,2,4,5,4,4,4,4,3,4,4,0,0,"satisfied"
"15185",123233,"Female","Loyal Customer",43,"Personal Travel","Eco",600,2,2,2,1,2,2,2,5,5,2,5,3,5,2,0,0,"neutral"
"25106",32362,"Male","Loyal Customer",63,"Business travel","Eco",216,5,1,4,1,5,5,5,5,4,1,1,2,2,5,0,0,"satisfied"
"20154",125034,"Female","Loyal Customer",43,"Business travel","Business",2300,3,3,3,3,5,5,5,3,3,3,5,5,3,5,0,20,"satisfied"
"20029",91478,"Male","Loyal Customer",27,"Personal Travel","Eco",859,3,4,3,4,4,3,4,4,3,2,5,3,4,4,0,22,"neutral"
"8509",93700,"Female","Loyal Customer",48,"Business travel","Eco Plus",1452,1,5,5,5,3,3,3,2,2,1,2,1,2,4,1,17,"neutral"
"18165",31505,"Female","Loyal Customer",45,"Business travel","Eco",916,4,2,2,2,2,4,3,4,4,4,4,3,4,3,25,27,"satisfied"
"14231",98881,"Female","Loyal Customer",55,"Personal Travel","Eco",991,4,4,3,3,2,1,3,3,3,3,3,2,3,2,0,5,"dissatisfied"
"10694",35536,"Male","Loyal Customer",30,"Personal Travel","Eco",1080,2,4,2,1,2,2,2,2,5,3,5,3,5,2,4,0,"neutral"
"13310",14813,"Male","Loyal Customer",11,"Personal Travel","Eco",95,2,1,0,2,3,0,5,3,1,3,2,1,2,3,1,0,"dissatisfied"
"12625",14917,"Female","Loyal Customer",38,"Personal Travel","Eco",315,2,3,2,4,4,2,4,4,4,2,4,3,1,4,0,0,"dissatisfied"
"6428",40780,"Male","Loyal Customer",27,"Business travel","Eco",590,0,1,1,1,5,1,5,5,3,1,3,5,3,5,0,0,"satisfied"
"17510",109923,"Male","Loyal Customer",48,"Personal Travel","Eco",971,3,2,3,3,4,3,4,4,2,3,2,3,3,4,15,0,"neutral"
"15492",43198,"Female","Loyal Customer",17,"Business travel","Eco Plus",651,0,5,0,3,1,0,1,1,1,5,5,3,5,1,0,59,"satisfied"
"12554",56400,"Female","disloyal Customer",29,"Business travel","Business",719,3,3,3,2,2,3,2,2,4,4,4,5,5,2,12,0,"dissatisfied"
"6045",119329,"Male","Loyal Customer",18,"Personal Travel","Eco",214,3,3,3,3,2,3,2,2,4,3,3,1,3,2,0,0,"neutral"
"15535",111838,"Male","Loyal Customer",42,"Personal Travel","Business",804,1,2,1,3,2,3,3,3,3,1,4,4,3,2,0,0,"neutral"
"10754",90300,"Female","Loyal Customer",57,"Personal Travel","Eco",932,1,5,1,3,3,4,4,3,3,1,3,5,3,4,0,0,"dissatisfied"
"10972",17556,"Male","disloyal Customer",25,"Business travel","Eco",1034,3,4,4,3,4,4,4,4,4,3,5,4,4,4,0,0,"neutral"
"9042",45975,"Female","Loyal Customer",21,"Personal Travel","Business",483,1,0,1,1,1,1,1,1,3,5,4,4,4,1,0,12,"dissatisfied"
"6145",68203,"Male","Loyal Customer",70,"Personal Travel","Business",631,1,2,1,3,4,3,3,1,1,1,1,3,1,4,0,0,"neutral"
"16651",40012,"Male","Loyal Customer",44,"Business travel","Business",2859,4,4,4,4,1,5,5,3,3,5,3,3,3,4,0,0,"satisfied"
"4466",75070,"Male","Loyal Customer",45,"Business travel","Business",2611,1,1,1,1,3,5,4,4,4,4,4,4,4,5,0,0,"satisfied"
"13320",123071,"Female","disloyal Customer",50,"Business travel","Business",468,4,4,4,4,2,4,5,2,3,2,5,3,4,2,109,103,"satisfied"
"2312",15695,"Male","Loyal Customer",24,"Business travel","Business",192,3,2,2,2,2,2,3,2,3,1,3,2,4,2,67,64,"neutral"
"23743",102000,"Female","Loyal Customer",54,"Personal Travel","Eco",628,3,5,4,2,5,5,4,3,3,4,3,3,3,4,1,6,"dissatisfied"
"6132",31930,"Male","Loyal Customer",55,"Business travel","Business",3268,1,1,5,1,2,5,4,4,4,4,4,3,4,5,0,0,"satisfied"
"4159",31791,"Male","Loyal Customer",41,"Business travel","Eco",2677,4,2,2,2,4,4,4,3,2,3,5,4,4,4,0,0,"satisfied"
"10930",53343,"Male","Loyal Customer",43,"Business travel","Business",1452,2,1,2,2,3,2,3,4,4,4,4,3,4,3,14,0,"satisfied"
"11430",92783,"Male","Loyal Customer",48,"Personal Travel","Eco",1671,4,5,4,4,2,4,2,2,1,1,2,3,4,2,0,0,"neutral"
"2365",63042,"Female","Loyal Customer",19,"Personal Travel","Eco",967,1,1,2,2,1,2,1,1,3,4,3,4,3,1,26,27,"neutral"
"2992",10306,"Female","Loyal Customer",56,"Business travel","Business",2956,2,2,2,2,4,4,5,5,5,5,5,5,5,4,0,0,"satisfied"
"7867",33515,"Female","Loyal Customer",46,"Business travel","Eco",1554,5,2,5,2,2,2,5,5,5,5,5,2,5,1,0,0,"satisfied"
"12837",66849,"Male","Loyal Customer",46,"Personal Travel","Eco",731,3,2,3,3,4,3,4,4,2,4,3,4,3,4,124,115,"dissatisfied"
"18488",49061,"Male","Loyal Customer",49,"Business travel","Eco",209,4,5,5,5,4,4,4,4,1,3,5,3,4,4,0,0,"satisfied"
"2100",44212,"Female","disloyal Customer",38,"Business travel","Business",222,1,1,1,5,5,1,3,5,4,4,4,4,5,5,0,0,"neutral"
"24175",54641,"Female","Loyal Customer",36,"Business travel","Eco",965,5,1,1,1,5,5,5,5,4,2,5,1,1,5,92,90,"satisfied"
"5251",49749,"Male","Loyal Customer",35,"Business travel","Business",3715,3,3,4,3,3,3,3,3,4,4,3,3,1,3,163,164,"neutral"
"12387",35702,"Female","Loyal Customer",39,"Personal Travel","Eco",2586,4,2,4,3,4,3,3,4,5,3,4,3,2,3,15,0,"dissatisfied"
"24535",14323,"Female","disloyal Customer",27,"Business travel","Eco",395,2,2,2,4,2,3,3,2,4,4,4,3,1,3,195,203,"dissatisfied"
"11176",25322,"Female","Loyal Customer",67,"Personal Travel","Business",945,3,1,3,4,4,4,4,2,2,3,2,3,2,1,13,18,"neutral"
"12285",118753,"Male","Loyal Customer",37,"Personal Travel","Eco",370,0,4,0,4,5,0,5,5,1,3,3,3,3,5,0,0,"satisfied"
"3203",29102,"Male","Loyal Customer",48,"Personal Travel","Eco",679,1,5,1,5,3,1,3,3,3,4,5,5,5,3,0,8,"dissatisfied"
"14432",20793,"Female","Loyal Customer",48,"Business travel","Eco",508,4,2,2,2,3,4,1,4,4,4,4,1,4,3,54,48,"satisfied"
"17158",110182,"Male","Loyal Customer",56,"Personal Travel","Eco",979,4,4,4,3,2,4,2,2,5,2,5,5,4,2,0,0,"dissatisfied"
"17512",62358,"Male","Loyal Customer",53,"Business travel","Business",1589,5,5,5,5,2,3,4,5,5,5,5,3,5,5,0,0,"satisfied"
"18257",107634,"Male","disloyal Customer",23,"Business travel","Business",251,0,0,0,3,4,0,4,4,4,3,4,5,4,4,33,20,"satisfied"
"5087",46560,"Female","Loyal Customer",47,"Business travel","Business",2232,4,4,4,4,3,2,4,4,4,4,3,4,4,3,63,60,"satisfied"
"20",64287,"Female","Loyal Customer",50,"Business travel","Business",3799,5,5,5,5,4,5,4,4,4,5,4,5,4,5,8,0,"satisfied"
"24374",49504,"Female","Loyal Customer",36,"Business travel","Business",1711,5,5,5,5,3,3,4,5,5,5,5,5,5,2,0,0,"satisfied"
"21879",58923,"Female","Loyal Customer",38,"Personal Travel","Eco",888,2,4,1,2,4,1,4,4,5,2,4,3,4,4,16,0,"dissatisfied"
"1936",114632,"Female","disloyal Customer",28,"Business travel","Business",447,5,5,5,2,3,5,1,3,5,4,5,5,4,3,42,34,"satisfied"
"18269",122205,"Male","Loyal Customer",39,"Business travel","Business",3717,5,5,5,5,5,5,5,5,5,5,5,3,5,5,0,0,"satisfied"
"14987",26266,"Male","Loyal Customer",32,"Business travel","Business",859,3,1,3,3,3,3,3,3,2,1,4,2,3,3,0,0,"neutral"
"8773",66812,"Female","disloyal Customer",30,"Business travel","Eco",731,1,1,1,1,1,1,1,1,1,5,1,1,2,1,5,0,"dissatisfied"
"12492",17927,"Female","Loyal Customer",38,"Business travel","Eco Plus",789,5,5,5,5,5,5,5,5,4,3,3,3,5,5,15,6,"satisfied"
"14147",115899,"Female","Loyal Customer",39,"Business travel","Business",325,0,0,0,2,5,3,1,4,4,5,5,2,4,5,32,22,"satisfied"
"20318",124525,"Female","Loyal Customer",67,"Business travel","Business",1276,1,1,1,1,4,4,4,5,5,5,5,5,5,4,25,0,"satisfied"
"8988",119578,"Female","Loyal Customer",51,"Business travel","Business",2552,4,4,4,4,2,5,4,5,5,4,5,3,5,5,0,0,"satisfied"
"10551",11278,"Female","Loyal Customer",48,"Personal Travel","Eco",201,5,1,5,3,4,3,3,2,2,5,4,3,2,4,0,0,"satisfied"
"25685",101453,"Female","Loyal Customer",45,"Business travel","Business",2138,3,3,3,3,2,5,5,5,5,5,5,3,5,4,10,4,"satisfied"
"22549",66014,"Male","disloyal Customer",37,"Business travel","Business",1055,3,3,3,3,1,3,1,1,4,4,5,4,4,1,0,0,"neutral"
"20576",50012,"Female","disloyal Customer",20,"Business travel","Eco",308,3,1,3,3,2,3,2,2,2,4,2,3,2,2,0,0,"dissatisfied"
"18559",61281,"Male","Loyal Customer",15,"Personal Travel","Eco",909,3,5,3,3,5,3,5,5,3,3,5,1,2,5,0,0,"neutral"
"24586",13269,"Female","Loyal Customer",50,"Personal Travel","Eco",468,3,2,3,4,3,3,4,2,5,4,3,4,1,4,243,262,"dissatisfied"
"8980",8418,"Male","Loyal Customer",35,"Business travel","Eco",862,1,4,4,4,1,1,1,1,2,3,3,3,2,1,1,0,"dissatisfied"
"25463",1437,"Male","Loyal Customer",62,"Personal Travel","Business",772,4,1,4,2,1,1,2,2,2,4,2,2,2,3,6,0,"neutral"
"11806",81786,"Female","Loyal Customer",35,"Business travel","Business",1310,4,4,4,4,3,5,5,5,5,5,5,4,5,5,0,61,"satisfied"
"13490",125584,"Female","disloyal Customer",17,"Business travel","Eco",1446,3,3,3,2,4,3,4,4,5,4,4,3,5,4,0,19,"neutral"
"8274",28057,"Male","disloyal Customer",17,"Business travel","Eco",2603,4,4,4,3,4,1,1,5,3,3,3,1,3,1,2,0,"dissatisfied"
"12027",48522,"Female","Loyal Customer",49,"Business travel","Business",2860,2,2,2,2,4,2,4,4,4,4,4,2,4,4,0,0,"satisfied"
"25148",113212,"Male","Loyal Customer",33,"Business travel","Business",386,2,2,2,2,5,5,5,5,3,2,5,3,5,5,0,0,"satisfied"
"15381",64571,"Male","Loyal Customer",41,"Business travel","Business",190,1,1,1,1,5,4,4,4,4,4,5,4,4,5,6,18,"satisfied"
"21748",105445,"Female","Loyal Customer",29,"Business travel","Business",2658,1,1,5,1,4,4,4,4,5,3,4,3,5,4,0,0,"satisfied"
"10935",9156,"Male","Loyal Customer",39,"Business travel","Business",2548,2,2,2,2,5,5,5,5,5,5,5,5,5,4,49,50,"satisfied"
"9363",35341,"Female","Loyal Customer",25,"Business travel","Business",3559,4,4,4,4,5,5,5,5,3,1,4,3,5,5,0,0,"satisfied"
"2959",22680,"Female","Loyal Customer",13,"Business travel","Business",3878,2,2,2,2,5,5,5,5,5,2,1,4,1,5,115,128,"satisfied"
"12508",120262,"Female","Loyal Customer",53,"Business travel","Business",237,1,2,2,2,5,2,2,1,1,2,1,1,1,3,0,0,"neutral"
"2136",112380,"Male","Loyal Customer",59,"Business travel","Business",3243,3,3,3,3,4,4,4,5,5,5,5,5,5,4,57,44,"satisfied"
"22754",129256,"Male","Loyal Customer",68,"Personal Travel","Eco",1464,2,3,2,4,1,2,3,1,3,5,3,2,3,1,0,0,"dissatisfied"
"20789",41360,"Female","Loyal Customer",36,"Business travel","Eco",641,4,1,5,1,4,4,4,4,3,5,5,4,5,4,0,0,"satisfied"
"9940",58984,"Male","Loyal Customer",45,"Business travel","Business",1846,2,2,2,2,3,3,5,4,4,4,4,4,4,3,1,0,"satisfied"
